timestamp,instance_id,metric_label,value,memory_gb,storage_gb
2026-02-04 15:15:51.269022,Web-Server-01,CPU_usage,55.11,16,100
2026-02-04 15:30:51.269022,Web-Server-01,CPU_usage,52.76,16,100
2026-02-04 15:45:51.269022,Web-Server-01,CPU_usage,55.46,16,100
2026-02-04 16:00:51.269022,Web-Server-01,CPU_usage,53.84,16,100
2026-02-04 16:15:51.269022,Web-Server-01,CPU_usage,57.7,16,100
2026-02-04 16:30:51.269022,Web-Server-01,CPU_usage,52.27,16,100
2026-02-04 16:45:51.269022,Web-Server-01,CPU_usage,53.35,16,100
2026-02-04 17:00:51.269022,Web-Server-01,CPU_usage,50.28,16,100
2026-02-04 17:15:51.269022,Web-Server-01,CPU_usage,53.3,16,100
2026-02-04 17:30:51.269022,Web-Server-01,CPU_usage,49.55,16,100
2026-02-04 17:45:51.269022,Web-Server-01,CPU_usage,54.37,16,100
2026-02-04 18:00:51.269022,Web-Server-01,CPU_usage,49.81,16,100
2026-02-04 18:15:51.269022,Web-Server-01,CPU_usage,44.95,16,100
2026-02-04 18:30:51.269022,Web-Server-01,CPU_usage,47.13,16,100
2026-02-04 18:45:51.269022,Web-Server-01,CPU_usage,52.0,16,100
2026-02-04 19:00:51.269022,Web-Server-01,CPU_usage,43.61,16,100
2026-02-04 19:15:51.269022,Web-Server-01,CPU_usage,45.2,16,100
2026-02-04 19:30:51.269022,Web-Server-01,CPU_usage,46.25,16,100
2026-02-04 19:45:51.269022,Web-Server-01,CPU_usage,43.69,16,100
2026-02-04 20:00:51.269022,Web-Server-01,CPU_usage,41.19,16,100
2026-02-04 20:15:51.269022,Web-Server-01,CPU_usage,40.35,16,100
2026-02-04 20:30:51.269022,Web-Server-01,CPU_usage,41.78,16,100
2026-02-04 20:45:51.269022,Web-Server-01,CPU_usage,39.74,16,100
2026-02-04 21:00:51.269022,Web-Server-01,CPU_usage,36.52,16,100
2026-02-04 21:15:51.269022,Web-Server-01,CPU_usage,33.79,16,100
2026-02-04 21:30:51.269022,Web-Server-01,CPU_usage,36.77,16,100
2026-02-04 21:45:51.269022,Web-Server-01,CPU_usage,35.49,16,100
2026-02-04 22:00:51.269022,Web-Server-01,CPU_usage,35.2,16,100
2026-02-04 22:15:51.269022,Web-Server-01,CPU_usage,31.67,16,100
2026-02-04 22:30:51.269022,Web-Server-01,CPU_usage,27.57,16,100
2026-02-04 22:45:51.269022,Web-Server-01,CPU_usage,31.49,16,100
2026-02-04 23:00:51.269022,Web-Server-01,CPU_usage,32.33,16,100
2026-02-04 23:15:51.269022,Web-Server-01,CPU_usage,29.54,16,100
2026-02-04 23:30:51.269022,Web-Server-01,CPU_usage,28.61,16,100
2026-02-04 23:45:51.269022,Web-Server-01,CPU_usage,33.53,16,100
2026-02-05 00:00:51.269022,Web-Server-01,CPU_usage,27.91,16,100
2026-02-05 00:15:51.269022,Web-Server-01,CPU_usage,25.52,16,100
2026-02-05 00:30:51.269022,Web-Server-01,CPU_usage,28.65,16,100
2026-02-05 00:45:51.269022,Web-Server-01,CPU_usage,24.47,16,100
2026-02-05 01:00:51.269022,Web-Server-01,CPU_usage,27.91,16,100
2026-02-05 01:15:51.269022,Web-Server-01,CPU_usage,29.31,16,100
2026-02-05 01:30:51.269022,Web-Server-01,CPU_usage,32.73,16,100
2026-02-05 01:45:51.269022,Web-Server-01,CPU_usage,25.23,16,100
2026-02-05 02:00:51.269022,Web-Server-01,CPU_usage,32.72,16,100
2026-02-05 02:15:51.269022,Web-Server-01,CPU_usage,34.54,16,100
2026-02-05 02:30:51.269022,Web-Server-01,CPU_usage,32.73,16,100
2026-02-05 02:45:51.269022,Web-Server-01,CPU_usage,32.93,16,100
2026-02-05 03:00:51.269022,Web-Server-01,CPU_usage,41.41,16,100
2026-02-05 03:15:51.269022,Web-Server-01,CPU_usage,41.8,16,100
2026-02-05 03:30:51.269022,Web-Server-01,CPU_usage,36.16,16,100
2026-02-05 03:45:51.269022,Web-Server-01,CPU_usage,40.13,16,100
2026-02-05 04:00:51.269022,Web-Server-01,CPU_usage,46.07,16,100
2026-02-05 04:15:51.269022,Web-Server-01,CPU_usage,44.63,16,100
2026-02-05 04:30:51.269022,Web-Server-01,CPU_usage,43.59,16,100
2026-02-05 04:45:51.269022,Web-Server-01,CPU_usage,44.8,16,100
2026-02-05 05:00:51.269022,Web-Server-01,CPU_usage,48.81,16,100
2026-02-05 05:15:51.269022,Web-Server-01,CPU_usage,49.97,16,100
2026-02-05 05:30:51.269022,Web-Server-01,CPU_usage,49.97,16,100
2026-02-05 05:45:51.269022,Web-Server-01,CPU_usage,50.58,16,100
2026-02-05 06:00:51.269022,Web-Server-01,CPU_usage,56.86,16,100
2026-02-05 06:15:51.269022,Web-Server-01,CPU_usage,53.73,16,100
2026-02-05 06:30:51.269022,Web-Server-01,CPU_usage,57.25,16,100
2026-02-05 06:45:51.269022,Web-Server-01,CPU_usage,52.39,16,100
2026-02-05 07:00:51.269022,Web-Server-01,CPU_usage,63.86,16,100
2026-02-05 07:15:51.269022,Web-Server-01,CPU_usage,63.03,16,100
2026-02-05 07:30:51.269022,Web-Server-01,CPU_usage,65.45,16,100
2026-02-05 07:45:51.269022,Web-Server-01,CPU_usage,63.26,16,100
2026-02-05 08:00:51.269022,Web-Server-01,CPU_usage,69.39,16,100
2026-02-05 08:15:51.269022,Web-Server-01,CPU_usage,69.8,16,100
2026-02-05 08:30:51.269022,Web-Server-01,CPU_usage,70.89,16,100
2026-02-05 08:45:51.269022,Web-Server-01,CPU_usage,68.45,16,100
2026-02-05 09:00:51.269022,Web-Server-01,CPU_usage,76.27,16,100
2026-02-05 09:15:51.269022,Web-Server-01,CPU_usage,73.65,16,100
2026-02-05 09:30:51.269022,Web-Server-01,CPU_usage,74.81,16,100
2026-02-05 09:45:51.269022,Web-Server-01,CPU_usage,75.01,16,100
2026-02-05 10:00:51.269022,Web-Server-01,CPU_usage,83.19,16,100
2026-02-05 10:15:51.269022,Web-Server-01,CPU_usage,81.05,16,100
2026-02-05 10:30:51.269022,Web-Server-01,CPU_usage,80.34,16,100
2026-02-05 10:45:51.269022,Web-Server-01,CPU_usage,80.19,16,100
2026-02-05 11:00:51.269022,Web-Server-01,CPU_usage,84.03,16,100
2026-02-05 11:15:51.269022,Web-Server-01,CPU_usage,87.42,16,100
2026-02-05 11:30:51.269022,Web-Server-01,CPU_usage,85.31,16,100
2026-02-05 11:45:51.269022,Web-Server-01,CPU_usage,84.43,16,100
2026-02-05 12:00:51.269022,Web-Server-01,CPU_usage,88.73,16,100
2026-02-05 12:15:51.269022,Web-Server-01,CPU_usage,86.28,16,100
2026-02-05 12:30:51.269022,Web-Server-01,CPU_usage,92.48,16,100
2026-02-05 12:45:51.269022,Web-Server-01,CPU_usage,85.4,16,100
2026-02-05 13:00:51.269022,Web-Server-01,CPU_usage,89.49,16,100
2026-02-05 13:15:51.269022,Web-Server-01,CPU_usage,88.69,16,100
2026-02-05 13:30:51.269022,Web-Server-01,CPU_usage,87.17,16,100
2026-02-05 13:45:51.269022,Web-Server-01,CPU_usage,89.3,16,100
2026-02-05 14:00:51.269022,Web-Server-01,CPU_usage,87.75,16,100
2026-02-05 14:15:51.269022,Web-Server-01,CPU_usage,89.47,16,100
2026-02-05 14:30:51.269022,Web-Server-01,CPU_usage,89.78,16,100
2026-02-05 14:45:51.269022,Web-Server-01,CPU_usage,92.04,16,100
2026-02-05 15:00:51.269022,Web-Server-01,CPU_usage,89.76,16,100
2026-02-05 15:15:51.269022,Web-Server-01,CPU_usage,89.38,16,100
2026-02-05 15:30:51.269022,Web-Server-01,CPU_usage,86.31,16,100
2026-02-05 15:45:51.269022,Web-Server-01,CPU_usage,91.44,16,100
2026-02-05 16:00:51.269022,Web-Server-01,CPU_usage,83.97,16,100
2026-02-05 16:15:51.269022,Web-Server-01,CPU_usage,83.77,16,100
2026-02-05 16:30:51.269022,Web-Server-01,CPU_usage,80.83,16,100
2026-02-05 16:45:51.269022,Web-Server-01,CPU_usage,83.69,16,100
2026-02-05 17:00:51.269022,Web-Server-01,CPU_usage,75.31,16,100
2026-02-05 17:15:51.269022,Web-Server-01,CPU_usage,79.37,16,100
2026-02-05 17:30:51.269022,Web-Server-01,CPU_usage,78.85,16,100
2026-02-05 17:45:51.269022,Web-Server-01,CPU_usage,78.9,16,100
2026-02-05 18:00:51.269022,Web-Server-01,CPU_usage,71.74,16,100
2026-02-05 18:15:51.269022,Web-Server-01,CPU_usage,71.34,16,100
2026-02-05 18:30:51.269022,Web-Server-01,CPU_usage,70.77,16,100
2026-02-05 18:45:51.269022,Web-Server-01,CPU_usage,70.4,16,100
2026-02-05 19:00:51.269022,Web-Server-01,CPU_usage,64.23,16,100
2026-02-05 19:15:51.269022,Web-Server-01,CPU_usage,68.02,16,100
2026-02-05 19:30:51.269022,Web-Server-01,CPU_usage,63.5,16,100
2026-02-05 19:45:51.269022,Web-Server-01,CPU_usage,63.46,16,100
2026-02-05 20:00:51.269022,Web-Server-01,CPU_usage,59.41,16,100
2026-02-05 20:15:51.269022,Web-Server-01,CPU_usage,55.07,16,100
2026-02-05 20:30:51.269022,Web-Server-01,CPU_usage,52.34,16,100
2026-02-05 20:45:51.269022,Web-Server-01,CPU_usage,54.38,16,100
2026-02-05 21:00:51.269022,Web-Server-01,CPU_usage,49.21,16,100
2026-02-05 21:15:51.269022,Web-Server-01,CPU_usage,49.71,16,100
2026-02-05 21:30:51.269022,Web-Server-01,CPU_usage,51.53,16,100
2026-02-05 21:45:51.269022,Web-Server-01,CPU_usage,52.47,16,100
2026-02-05 22:00:51.269022,Web-Server-01,CPU_usage,44.48,16,100
2026-02-05 22:15:51.269022,Web-Server-01,CPU_usage,41.24,16,100
2026-02-05 22:30:51.269022,Web-Server-01,CPU_usage,40.67,16,100
2026-02-05 22:45:51.269022,Web-Server-01,CPU_usage,44.77,16,100
2026-02-05 23:00:51.269022,Web-Server-01,CPU_usage,33.7,16,100
2026-02-05 23:15:51.269022,Web-Server-01,CPU_usage,31.29,16,100
2026-02-05 23:30:51.269022,Web-Server-01,CPU_usage,31.84,16,100
2026-02-05 23:45:51.269022,Web-Server-01,CPU_usage,34.1,16,100
2026-02-06 00:00:51.269022,Web-Server-01,CPU_usage,30.8,16,100
2026-02-06 00:15:51.269022,Web-Server-01,CPU_usage,28.91,16,100
2026-02-06 00:30:51.269022,Web-Server-01,CPU_usage,29.42,16,100
2026-02-06 00:45:51.269022,Web-Server-01,CPU_usage,25.8,16,100
2026-02-06 01:00:51.269022,Web-Server-01,CPU_usage,27.67,16,100
2026-02-06 01:15:51.269022,Web-Server-01,CPU_usage,25.55,16,100
2026-02-06 01:30:51.269022,Web-Server-01,CPU_usage,26.5,16,100
2026-02-06 01:45:51.269022,Web-Server-01,CPU_usage,25.18,16,100
2026-02-06 02:00:51.269022,Web-Server-01,CPU_usage,25.67,16,100
2026-02-06 02:15:51.269022,Web-Server-01,CPU_usage,27.55,16,100
2026-02-06 02:30:51.269022,Web-Server-01,CPU_usage,19.49,16,100
2026-02-06 02:45:51.269022,Web-Server-01,CPU_usage,23.62,16,100
2026-02-06 03:00:51.269022,Web-Server-01,CPU_usage,25.79,16,100
2026-02-06 03:15:51.269022,Web-Server-01,CPU_usage,23.44,16,100
2026-02-06 03:30:51.269022,Web-Server-01,CPU_usage,27.94,16,100
2026-02-06 03:45:51.269022,Web-Server-01,CPU_usage,27.28,16,100
2026-02-06 04:00:51.269022,Web-Server-01,CPU_usage,26.26,16,100
2026-02-06 04:15:51.269022,Web-Server-01,CPU_usage,29.47,16,100
2026-02-06 04:30:51.269022,Web-Server-01,CPU_usage,25.73,16,100
2026-02-06 04:45:51.269022,Web-Server-01,CPU_usage,24.41,16,100
2026-02-06 05:00:51.269022,Web-Server-01,CPU_usage,29.4,16,100
2026-02-06 05:15:51.269022,Web-Server-01,CPU_usage,28.95,16,100
2026-02-06 05:30:51.269022,Web-Server-01,CPU_usage,29.92,16,100
2026-02-06 05:45:51.269022,Web-Server-01,CPU_usage,28.57,16,100
