timestamp,instance_id,metric_label,value,memory_gb,storage_gb
2026-02-07 23:14:44.315886,Web-Server-01,CPU_usage,24.17,8,50
2026-02-07 23:29:44.315886,Web-Server-01,CPU_usage,27.38,8,50
2026-02-07 23:44:44.315886,Web-Server-01,CPU_usage,29.18,8,50
2026-02-07 23:59:44.315886,Web-Server-01,CPU_usage,30.14,8,50
2026-02-08 00:14:44.315886,Web-Server-01,CPU_usage,33.72,8,50
2026-02-08 00:29:44.315886,Web-Server-01,CPU_usage,30.23,8,50
2026-02-08 00:44:44.315886,Web-Server-01,CPU_usage,31.73,8,50
2026-02-08 00:59:44.315886,Web-Server-01,CPU_usage,31.63,8,50
2026-02-08 01:14:44.315886,Web-Server-01,CPU_usage,37.63,8,50
2026-02-08 01:29:44.315886,Web-Server-01,CPU_usage,31.56,8,50
2026-02-08 01:44:44.315886,Web-Server-01,CPU_usage,38.23,8,50
2026-02-08 01:59:44.315886,Web-Server-01,CPU_usage,34.13,8,50
2026-02-08 02:14:44.315886,Web-Server-01,CPU_usage,40.06,8,50
2026-02-08 02:29:44.315886,Web-Server-01,CPU_usage,39.75,8,50
2026-02-08 02:44:44.315886,Web-Server-01,CPU_usage,42.52,8,50
2026-02-08 02:59:44.315886,Web-Server-01,CPU_usage,37.04,8,50
2026-02-08 03:14:44.315886,Web-Server-01,CPU_usage,42.5,8,50
2026-02-08 03:29:44.315886,Web-Server-01,CPU_usage,48.13,8,50
2026-02-08 03:44:44.315886,Web-Server-01,CPU_usage,46.5,8,50
2026-02-08 03:59:44.315886,Web-Server-01,CPU_usage,43.78,8,50
2026-02-08 04:14:44.315886,Web-Server-01,CPU_usage,52.17,8,50
2026-02-08 04:29:44.315886,Web-Server-01,CPU_usage,45.68,8,50
2026-02-08 04:44:44.315886,Web-Server-01,CPU_usage,51.5,8,50
2026-02-08 04:59:44.315886,Web-Server-01,CPU_usage,50.81,8,50
2026-02-08 05:14:44.315886,Web-Server-01,CPU_usage,53.1,8,50
2026-02-08 05:29:44.315886,Web-Server-01,CPU_usage,62.47,8,50
2026-02-08 05:44:44.315886,Web-Server-01,CPU_usage,50.85,8,50
2026-02-08 05:59:44.315886,Web-Server-01,CPU_usage,50.0,8,50
2026-02-08 06:14:44.315886,Web-Server-01,CPU_usage,60.11,8,50
2026-02-08 06:29:44.315886,Web-Server-01,CPU_usage,54.42,8,50
2026-02-08 06:44:44.315886,Web-Server-01,CPU_usage,60.49,8,50
2026-02-08 06:59:44.315886,Web-Server-01,CPU_usage,58.28,8,50
2026-02-08 07:14:44.315886,Web-Server-01,CPU_usage,58.88,8,50
2026-02-08 07:29:44.315886,Web-Server-01,CPU_usage,65.01,8,50
2026-02-08 07:44:44.315886,Web-Server-01,CPU_usage,58.95,8,50
2026-02-08 07:59:44.315886,Web-Server-01,CPU_usage,59.26,8,50
2026-02-08 08:14:44.315886,Web-Server-01,CPU_usage,63.24,8,50
2026-02-08 08:29:44.315886,Web-Server-01,CPU_usage,60.45,8,50
2026-02-08 08:44:44.315886,Web-Server-01,CPU_usage,66.08,8,50
2026-02-08 08:59:44.315886,Web-Server-01,CPU_usage,63.9,8,50
2026-02-08 09:14:44.315886,Web-Server-01,CPU_usage,57.14,8,50
2026-02-08 09:29:44.315886,Web-Server-01,CPU_usage,57.37,8,50
2026-02-08 09:44:44.315886,Web-Server-01,CPU_usage,55.2,8,50
2026-02-08 09:59:44.315886,Web-Server-01,CPU_usage,63.62,8,50
2026-02-08 10:14:44.315886,Web-Server-01,CPU_usage,63.22,8,50
2026-02-08 10:29:44.315886,Web-Server-01,CPU_usage,55.73,8,50
2026-02-08 10:44:44.315886,Web-Server-01,CPU_usage,56.0,8,50
