timestamp,instance_id,metric_label,value,memory_gb,storage_gb
2026-04-03 22:56:26.825454,Web-Server-01,CPU_usage,22.11,8,50
2026-04-03 23:11:26.825454,Web-Server-01,CPU_usage,26.77,8,50
2026-04-03 23:26:26.825454,Web-Server-01,CPU_usage,22.77,8,50
2026-04-03 23:41:26.825454,Web-Server-01,CPU_usage,28.3,8,50
2026-04-03 23:56:26.825454,Web-Server-01,CPU_usage,27.29,8,50
2026-04-04 00:11:26.825454,Web-Server-01,CPU_usage,27.61,8,50
2026-04-04 00:26:26.825454,Web-Server-01,CPU_usage,29.43,8,50
2026-04-04 00:41:26.825454,Web-Server-01,CPU_usage,35.3,8,50
2026-04-04 00:56:26.825454,Web-Server-01,CPU_usage,30.84,8,50
2026-04-04 01:11:26.825454,Web-Server-01,CPU_usage,38.24,8,50
2026-04-04 01:26:26.825454,Web-Server-01,CPU_usage,36.05,8,50
2026-04-04 01:41:26.825454,Web-Server-01,CPU_usage,37.62,8,50
2026-04-04 01:56:26.825454,Web-Server-01,CPU_usage,36.73,8,50
2026-04-04 02:11:26.825454,Web-Server-01,CPU_usage,41.0,8,50
2026-04-04 02:26:26.825454,Web-Server-01,CPU_usage,39.35,8,50
2026-04-04 02:41:26.825454,Web-Server-01,CPU_usage,43.63,8,50
2026-04-04 02:56:26.825454,Web-Server-01,CPU_usage,39.21,8,50
2026-04-04 03:11:26.825454,Web-Server-01,CPU_usage,44.49,8,50
2026-04-04 03:26:26.825454,Web-Server-01,CPU_usage,48.0,8,50
2026-04-04 03:41:26.825454,Web-Server-01,CPU_usage,47.73,8,50
2026-04-04 03:56:26.825454,Web-Server-01,CPU_usage,44.48,8,50
2026-04-04 04:11:26.825454,Web-Server-01,CPU_usage,50.38,8,50
2026-04-04 04:26:26.825454,Web-Server-01,CPU_usage,55.2,8,50
2026-04-04 04:41:26.825454,Web-Server-01,CPU_usage,47.02,8,50
2026-04-04 04:56:26.825454,Web-Server-01,CPU_usage,49.53,8,50
2026-04-04 05:11:26.825454,Web-Server-01,CPU_usage,53.64,8,50
2026-04-04 05:26:26.825454,Web-Server-01,CPU_usage,53.31,8,50
2026-04-04 05:41:26.825454,Web-Server-01,CPU_usage,50.89,8,50
2026-04-04 05:56:26.825454,Web-Server-01,CPU_usage,56.2,8,50
2026-04-04 06:11:26.825454,Web-Server-01,CPU_usage,57.56,8,50
2026-04-04 06:26:26.825454,Web-Server-01,CPU_usage,59.35,8,50
2026-04-04 06:41:26.825454,Web-Server-01,CPU_usage,62.87,8,50
2026-04-04 06:56:26.825454,Web-Server-01,CPU_usage,61.65,8,50
2026-04-04 07:11:26.825454,Web-Server-01,CPU_usage,58.33,8,50
2026-04-04 07:26:26.825454,Web-Server-01,CPU_usage,56.67,8,50
2026-04-04 07:41:26.825454,Web-Server-01,CPU_usage,62.16,8,50
2026-04-04 07:56:26.825454,Web-Server-01,CPU_usage,59.46,8,50
2026-04-04 08:11:26.825454,Web-Server-01,CPU_usage,59.7,8,50
2026-04-04 08:26:26.825454,Web-Server-01,CPU_usage,63.37,8,50
2026-04-04 08:41:26.825454,Web-Server-01,CPU_usage,54.9,8,50
2026-04-04 08:56:26.825454,Web-Server-01,CPU_usage,69.5,8,50
