timestamp,instance_id,metric_label,value,memory_gb,storage_gb
2026-01-28 23:15:00,Web-Server-01,CPU_usage,39.33,16,100
2026-01-28 23:30:00,Web-Server-01,CPU_usage,39.44,16,100
2026-01-28 23:45:00,Web-Server-01,CPU_usage,39.36,16,100
2026-01-29 00:00:00,Web-Server-01,CPU_usage,39.7,16,100
2026-01-29 00:15:00,Web-Server-01,CPU_usage,41.56,16,100
2026-01-29 00:30:00,Web-Server-01,CPU_usage,39.61,16,100
2026-01-29 00:45:00,Web-Server-01,CPU_usage,39.95,16,100
2026-01-29 01:00:00,Web-Server-01,CPU_usage,38.51,16,100
2026-01-29 01:15:00,Web-Server-01,CPU_usage,41.04,16,100
2026-01-29 01:30:00,Web-Server-01,CPU_usage,39.83,16,100
2026-01-29 01:45:00,Web-Server-01,CPU_usage,39.33,16,100
2026-01-29 02:00:00,Web-Server-01,CPU_usage,39.34,16,100
2026-01-29 02:15:00,Web-Server-01,CPU_usage,42.36,16,100
2026-01-29 02:30:00,Web-Server-01,CPU_usage,39.18,16,100
2026-01-29 02:45:00,Web-Server-01,CPU_usage,40.91,16,100
2026-01-29 03:00:00,Web-Server-01,CPU_usage,40.01,16,100
2026-01-29 03:15:00,Web-Server-01,CPU_usage,37.7,16,100
2026-01-29 03:30:00,Web-Server-01,CPU_usage,39.51,16,100
2026-01-29 03:45:00,Web-Server-01,CPU_usage,39.54,16,100
2026-01-29 04:00:00,Web-Server-01,CPU_usage,39.23,16,100
2026-01-29 04:15:00,Web-Server-01,CPU_usage,39.57,16,100
2026-01-29 04:30:00,Web-Server-01,CPU_usage,39.77,16,100
2026-01-29 04:45:00,Web-Server-01,CPU_usage,40.74,16,100
2026-01-29 05:00:00,Web-Server-01,CPU_usage,39.0,16,100
2026-01-29 05:15:00,Web-Server-01,CPU_usage,38.7,16,100
2026-01-29 05:30:00,Web-Server-01,CPU_usage,38.79,16,100
2026-01-29 05:45:00,Web-Server-01,CPU_usage,40.17,16,100
2026-01-29 06:00:00,Web-Server-01,CPU_usage,41.25,16,100
2026-01-29 06:15:00,Web-Server-01,CPU_usage,39.92,16,100
2026-01-29 06:30:00,Web-Server-01,CPU_usage,39.82,16,100
2026-01-29 06:45:00,Web-Server-01,CPU_usage,40.66,16,100
2026-01-29 07:00:00,Web-Server-01,CPU_usage,39.93,16,100
2026-01-29 07:15:00,Web-Server-01,CPU_usage,38.21,16,100
2026-01-29 07:30:00,Web-Server-01,CPU_usage,37.76,16,100
2026-01-29 07:45:00,Web-Server-01,CPU_usage,41.66,16,100
2026-01-29 08:00:00,Web-Server-01,CPU_usage,40.66,16,100
2026-01-29 08:15:00,Web-Server-01,CPU_usage,41.41,16,100
2026-01-29 08:30:00,Web-Server-01,CPU_usage,40.07,16,100
2026-01-29 08:45:00,Web-Server-01,CPU_usage,39.53,16,100
2026-01-29 09:00:00,Web-Server-01,CPU_usage,42.43,16,100
2026-01-29 09:15:00,Web-Server-01,CPU_usage,40.09,16,100
2026-01-29 09:30:00,Web-Server-01,CPU_usage,38.0,16,100
2026-01-29 09:45:00,Web-Server-01,CPU_usage,40.45,16,100
2026-01-29 10:00:00,Web-Server-01,CPU_usage,39.34,16,100
2026-01-29 10:15:00,Web-Server-01,CPU_usage,40.61,16,100
2026-01-29 10:30:00,Web-Server-01,CPU_usage,40.34,16,100
2026-01-29 10:45:00,Web-Server-01,CPU_usage,40.16,16,100
2026-01-29 11:00:00,Web-Server-01,CPU_usage,65.38,16,100
2026-01-29 11:15:00,Web-Server-01,CPU_usage,65.48,16,100
2026-01-29 11:30:00,Web-Server-01,CPU_usage,65.03,16,100
2026-01-29 11:45:00,Web-Server-01,CPU_usage,64.81,16,100
2026-01-29 12:00:00,Web-Server-01,CPU_usage,81.69,16,100
2026-01-29 12:15:00,Web-Server-01,CPU_usage,84.54,16,100
2026-01-29 12:30:00,Web-Server-01,CPU_usage,83.92,16,100
2026-01-29 12:45:00,Web-Server-01,CPU_usage,83.97,16,100
2026-01-29 13:00:00,Web-Server-01,CPU_usage,90.29,16,100
2026-01-29 13:15:00,Web-Server-01,CPU_usage,90.33,16,100
2026-01-29 13:30:00,Web-Server-01,CPU_usage,90.44,16,100
2026-01-29 13:45:00,Web-Server-01,CPU_usage,88.33,16,100
2026-01-29 14:00:00,Web-Server-01,CPU_usage,84.11,16,100
2026-01-29 14:15:00,Web-Server-01,CPU_usage,83.98,16,100
2026-01-29 14:30:00,Web-Server-01,CPU_usage,82.88,16,100
2026-01-29 14:45:00,Web-Server-01,CPU_usage,81.76,16,100
2026-01-29 15:00:00,Web-Server-01,CPU_usage,64.65,16,100
2026-01-29 15:15:00,Web-Server-01,CPU_usage,61.91,16,100
2026-01-29 15:30:00,Web-Server-01,CPU_usage,62.8,16,100
2026-01-29 15:45:00,Web-Server-01,CPU_usage,65.65,16,100
2026-01-29 16:00:00,Web-Server-01,CPU_usage,39.75,16,100
2026-01-29 16:15:00,Web-Server-01,CPU_usage,40.89,16,100
2026-01-29 16:30:00,Web-Server-01,CPU_usage,40.44,16,100
2026-01-29 16:45:00,Web-Server-01,CPU_usage,40.02,16,100
2026-01-29 17:00:00,Web-Server-01,CPU_usage,38.74,16,100
2026-01-29 17:15:00,Web-Server-01,CPU_usage,41.18,16,100
2026-01-29 17:30:00,Web-Server-01,CPU_usage,41.81,16,100
2026-01-29 17:45:00,Web-Server-01,CPU_usage,39.45,16,100
2026-01-29 18:00:00,Web-Server-01,CPU_usage,40.03,16,100
2026-01-29 18:15:00,Web-Server-01,CPU_usage,40.78,16,100
2026-01-29 18:30:00,Web-Server-01,CPU_usage,40.73,16,100
2026-01-29 18:45:00,Web-Server-01,CPU_usage,40.0,16,100
2026-01-29 19:00:00,Web-Server-01,CPU_usage,38.14,16,100
2026-01-29 19:15:00,Web-Server-01,CPU_usage,40.67,16,100
2026-01-29 19:30:00,Web-Server-01,CPU_usage,36.35,16,100
2026-01-29 19:45:00,Web-Server-01,CPU_usage,39.5,16,100
2026-01-29 20:00:00,Web-Server-01,CPU_usage,39.8,16,100
2026-01-29 20:15:00,Web-Server-01,CPU_usage,38.21,16,100
2026-01-29 20:30:00,Web-Server-01,CPU_usage,39.13,16,100
2026-01-29 20:45:00,Web-Server-01,CPU_usage,41.26,16,100
2026-01-29 21:00:00,Web-Server-01,CPU_usage,38.37,16,100
2026-01-29 21:15:00,Web-Server-01,CPU_usage,40.37,16,100
2026-01-29 21:30:00,Web-Server-01,CPU_usage,40.82,16,100
2026-01-29 21:45:00,Web-Server-01,CPU_usage,41.01,16,100
2026-01-29 22:00:00,Web-Server-01,CPU_usage,38.8,16,100
2026-01-29 22:15:00,Web-Server-01,CPU_usage,40.38,16,100
2026-01-29 22:30:00,Web-Server-01,CPU_usage,39.33,16,100
2026-01-29 22:45:00,Web-Server-01,CPU_usage,40.97,16,100
2026-01-29 23:00:00,Web-Server-01,CPU_usage,41.26,16,100
2026-01-29 23:15:00,Web-Server-01,CPU_usage,39.07,16,100
2026-01-29 23:30:00,Web-Server-01,CPU_usage,40.24,16,100
2026-01-29 23:45:00,Web-Server-01,CPU_usage,39.51,16,100
